1714.000000,31.125000,30.250000,5.718665,4.750000,2.625000,12.000000,8.000000
1716.000000,5.500000,3.000000,4.444097,2.625000,2.750000,1.500000,8.000000
1792.000000,13.166667,11.166667,4.219663,3.000000,2.833333,5.000000,6.000000
1806.000000,6.400000,2.000000,4.749737,1.800000,2.400000,1.000000,5.000000
2039.000000,10.600000,9.200000,6.206448,4.000000,2.600000,4.000000,5.000000
2062.000000,15.125000,13.750000,2.465385,4.250000,2.875000,7.250000,8.000000
2129.000000,12.142857,10.857143,6.052491,2.857143,3.000000,3.714286,7.000000
2169.000000,5.142857,3.857143,3.033823,2.857143,3.285714,2.142857,7.000000
2175.000000,11.000000,10.375000,5.396758,2.500000,2.875000,4.750000,8.000000
2227.000000,5.166667,4.166667,3.435921,3.166667,3.000000,1.833333,6.000000
2264.000000,9.250000,9.000000,4.828302,4.000000,3.375000,5.625000,8.000000
2472.000000,12.142857,10.142857,6.577637,3.428571,3.000000,5.000000,7.000000
2491.000000,13.285714,11.571429,6.236823,4.285714,3.714286,4.857143,7.000000
2501.000000,18.142857,16.142857,6.770283,3.714286,3.285714,6.428571,7.000000
2512.000000,2.125000,1.500000,1.375000,2.375000,2.750000,1.500000,8.000000
2574.000000,12.000000,8.400000,5.403702,3.000000,2.600000,4.800000,5.000000
2846.000000,13.000000,12.000000,9.281318,4.000000,3.142857,6.000000,7.000000
2855.000000,18.000000,16.800000,9.316652,3.600000,3.600000,6.800000,5.000000
2987.000000,7.000000,5.000000,4.242641,3.000000,2.714286,2.285714,7.000000
3023.000000,8.166667,6.500000,5.035982,3.000000,2.500000,3.333333,6.000000
3082.000000,14.333333,13.166667,7.035624,3.833333,3.166667,5.833333,6.000000
3100.000000,5.200000,4.000000,2.244994,3.000000,3.000000,3.000000,5.000000
3130.000000,13.428571,13.428571,7.228063,3.857143,3.428571,5.428571,7.000000
3206.000000,22.857143,20.571429,8.687312,4.285714,3.428571,8.142857,7.000000
3212.000000,0.285714,0.000000,0.285714,1.714286,2.142857,0.000000,7.000000
3297.000000,9.285714,7.428571,6.116221,3.000000,2.714286,3.000000,7.000000
3418.000000,9.125000,8.000000,4.501736,3.125000,2.875000,3.250000,8.000000
3883.000000,10.555556,9.333333,3.044931,3.777778,3.000000,4.555556,9.000000
4166.000000,4.800000,1.800000,4.044750,2.000000,2.600000,0.600000,5.000000
4182.000000,4.000000,3.428571,4.375255,2.000000,3.000000,1.285714,7.000000
4229.000000,1.142857,0.285714,1.106567,2.000000,2.714286,0.142857,7.000000
4230.000000,16.857143,16.000000,6.857143,4.571429,4.428571,7.857143,7.000000
4623.000000,9.250000,6.375000,4.924429,2.875000,3.875000,2.750000,8.000000
4703.000000,4.125000,3.250000,2.589039,2.250000,1.750000,1.875000,8.000000
4786.000000,16.111111,15.111111,5.435367,3.777778,3.444444,6.888889,9.000000
5232.000000,9.500000,8.100000,4.780167,3.200000,2.800000,3.900000,10.000000
5271.000000,3.428571,1.571429,2.721794,1.142857,2.000000,0.571429,7.000000
5275.000000,12.375000,10.000000,5.647178,3.000000,2.625000,4.375000,8.000000
5339.000000,3.750000,3.500000,1.346291,2.375000,2.500000,1.750000,8.000000
5720.000000,9.333333,7.500000,4.719934,2.666667,3.166667,3.000000,6.000000
5913.000000,15.500000,14.500000,7.205322,3.333333,3.000000,5.500000,6.000000
6044.000000,3.000000,0.888889,2.516611,1.444444,2.000000,0.444444,9.000000
6045.000000,28.833333,26.833333,10.302373,4.000000,2.833333,9.166667,6.000000
6047.000000,2.125000,0.000000,2.125000,1.125000,2.500000,0.000000,8.000000
6132.000000,8.666667,7.111111,5.799106,2.333333,2.333333,3.222222,9.000000
6147.000000,32.250000,31.000000,12.621906,4.125000,3.000000,9.250000,8.000000
6419.000000,3.142857,1.428571,2.276768,2.142857,1.285714,1.000000,7.000000
6574.000000,6.714286,6.714286,2.864277,2.285714,2.142857,3.571429,7.000000
6758.000000,7.500000,5.833333,3.452053,2.833333,3.000000,4.166667,6.000000
7273.000000,0.000000,0.000000,0.000000,2.000000,2.800000,0.000000,5.000000
7530.000000,1.000000,0.000000,1.000000,2.600000,1.800000,0.000000,5.000000
7619.000000,7.285714,6.142857,5.707138,2.142857,3.142857,2.857143,7.000000
8122.000000,15.000000,13.285714,12.235779,3.285714,3.428571,5.000000,7.000000
8700.000000,4.166667,0.000000,4.166667,2.000000,2.500000,0.000000,6.000000
8803.000000,4.000000,1.400000,3.255764,2.200000,3.000000,0.400000,5.000000
